Ocean.Initial Cold surface ocean pH,Ocean.Initial Warm surface ocean pH,Ocean.Initial Cold surface ocean carbon reservoir,Ocean.Initial Warm surface ocean carbon reservoir,Ocean.Initial Intermediate depth ocean carbon reservoir,Ocean.Initial Deep ocean ocean carbon reservoir
8.56696971509,8.13224725714,146.925950214,3435.15228539,7995.57947718,25074.7570523
8.22529491739,8.15042063284,382.691271272,3483.02136908,3882.78074906,28607.5252226
8.32031057282,8.15436531293,421.343950383,1728.39137514,7272.73343958,27356.6990738
8.38187296631,8.14204619554,575.257075495,1530.54207784,9463.03794704,25069.2127999
8.41305691873,8.14535689143,223.362518507,1732.18463326,7294.73225244,27624.7198992
8.73354516052,8.13349270751,312.263458216,1771.09418456,7869.16587884,26928.9531183
8.50782463626,8.1387496645,561.372660697,852.807172921,4756.21925532,30975.9018035
8.22085669313,8.15323861461,552.160697193,3465.93523553,6744.67694239,25467.5091703
8.42603013488,8.14566995928,280.461961928,2675.3862972,7128.73348908,26427.4095522
8.37710608799,8.15318942571,540.444015256,1794.92497452,4899.74235931,29663.4441861
8.63265629995,8.13752556766,469.15895596,2108.29800461,3167.66477171,31274.2791342
8.700007021,8.13653772866,271.355461847,2533.93318667,6818.27270825,27269.1342932
8.36359927814,8.14821034076,438.132300398,2675.81680282,5941.41883077,27668.2700108
8.36750118093,8.14926861032,105.194578625,654.38788205,5148.76485229,31126.8025523
8.56541714771,8.13874969377,195.884948817,1339.57718135,9056.96996287,26373.4627618
8.41850253306,8.1435639082,601.045575998,949.410570354,4431.18626997,30998.8752925
8.75544520953,8.13023424081,273.610092391,2036.96214564,4823.671822,29920.6359748
8.58847877282,8.13892535817,409.788282618,1174.17880427,5798.81681349,29667.0479993
8.7578195843,8.14506208229,506.729008932,3462.35111737,6766.3487009,26212.5236411
8.31948235728,8.14842787478,393.69701469,2855.31611753,3192.94909296,30330.8439552
8.28358591437,8.15248739029,474.241607854,733.605808643,4027.72898968,31677.8914517
8.26110670566,8.15111586736,87.847154491,1962.44675239,9286.37595189,25107.9787401
8.36905721294,8.13881331596,134.751691335,1054.41144196,7711.2943565,27836.9110906
8.53449157393,8.13507903484,513.833876499,2091.79936261,6727.32511992,27442.3939118
8.52712560491,8.14582428432,596.524477262,3594.00639916,7654.280131,24852.6583494
8.67970040864,8.15055705144,579.594226576,1279.62833666,9828.8494747,25434.2151015
8.40600404929,8.14968690748,488.52619649,3188.01136277,5820.91081321,27164.2729778
8.46279560897,8.14918477456,508.967204836,597.106001704,7869.06780836,28160.8783875
8.25608113902,8.15215633593,644.182478101,3066.25382696,6798.34289327,25858.3071469
8.27793070813,8.16168955399,458.828712153,3578.93762215,5094.71441916,27366.876869
8.81394670308,8.13909218761,440.369071836,1703.38217005,5923.25301988,29124.2154879
8.25554280467,8.15674952919,119.288006245,2926.31044135,7030.76310636,26521.8780182
8.55200884613,8.13773217294,517.058583069,2806.40748746,5545.49812252,27843.133771
8.59282092806,8.14409884395,436.76730167,1751.51382445,3377.30974343,31535.4718682
8.51768062692,8.14274936228,244.295439478,1276.52266862,3790.78138625,31798.9009385
8.4425997907,8.14726393573,348.467892416,2765.94057188,3782.74401848,29862.6326126
8.69415297147,8.13769068497,284.593051618,2994.69977771,6403.39008754,27179.2360322
8.71118309846,8.13330352484,211.540822477,2750.94400845,2973.27225654,30989.3070337
8.60026352492,8.13511726744,521.65988334,1218.98453238,9388.39436304,25689.1617462
8.38033126695,8.14881668324,584.152837763,2468.37198147,4883.88459821,28787.3459674
8.31425700984,8.15491677423,632.440198894,915.082641621,5833.97575732,29523.7442375
8.34748895167,8.14831607068,208.551733344,2037.20063972,6878.16572616,27564.7614432
8.39415434798,8.14176630981,95.2724059144,518.042788043,4110.8535233,32339.8484294
8.27204030501,8.14779652511,94.634983507,3502.07165947,7920.11798906,24737.8706489
8.39034703754,8.14454223071,622.91055079,2315.8182543,4054.92505673,29784.250134
8.33519535569,8.14885178189,444.245081624,1429.64173689,6238.51633829,28626.8376796
8.3603898461,8.14389014532,146.759407849,826.385626366,9345.05464286,26427.6429347
8.71692497178,8.13586606719,510.236705146,1212.91623114,8453.08513431,26844.9459398
8.44688915806,8.15017084974,259.376406503,2060.47145476,5561.69210566,29122.2722043
8.46742310072,8.14340572487,511.430237629,3528.51694392,6536.11732832,26072.460946
8.62121651527,8.13709395331,561.444712671,3184.39777124,8393.42158329,24556.6817673
8.52747355801,8.14301399202,285.164184091,413.833913006,6162.84471399,30346.9911814
8.41911568564,8.14044214508,513.014825325,1661.3359467,5017.12547919,29622.9465415
8.89849287395,8.12642188602,226.930257168,3499.99633877,6729.90170494,26346.1318902
8.49417465478,8.14252907688,78.824415321,1469.38242699,3905.61028249,31558.664416
8.549083885,8.14032278928,115.468685486,3017.85728552,7841.58886438,25692.0532722
8.42662579262,8.14172708211,67.4988466076,2797.22514918,4748.26364305,29087.3824573
9.04302793296,8.13713170724,138.071022446,1514.6662569,8424.28735484,27010.2956954
8.51192525451,8.14419936053,170.113066724,3601.40473856,3119.08928669,30007.8295671
8.68558130621,8.14101290591,456.604533948,2246.8195818,9620.92015576,24471.3427257
8.4335868642,8.14756000351,507.956201015,2247.81866598,8799.6405507,25200.1162178
8.30906241461,8.14848356554,180.919826778,1871.52314291,5132.05925085,29534.0597222
8.61347909068,8.13590020944,566.54180282,989.706061786,5497.04987288,29989.2523551
8.24573424026,8.15249426365,237.231790262,866.957463667,4031.5981792,31624.6451116
8.39449623266,8.14688994944,112.315419457,1444.99215314,8239.99971321,27017.9539483
8.427975038,8.14679428399,603.471457167,1490.49914016,9488.18816792,25226.6110354
8.39762314451,8.15282719582,159.249722106,3459.48270005,7417.8813984,25721.2134342
8.41784119538,8.14302529902,603.440701685,1412.52853107,6520.59407724,28242.0075438
8.50636649353,8.1422900745,423.304478883,3541.80117191,9156.02570288,23288.3494819
8.54060793737,8.14890734274,516.435962337,1468.89144467,9168.53658517,25843.2036702
8.36306354965,8.15183067856,598.951291112,1530.80497015,3624.68780303,31158.0057177
8.67275204228,8.13840499696,490.584876991,1315.71343829,4837.02693128,30490.3603831
8.30762554685,8.14405468613,486.455970144,3553.79210366,8813.40911085,23342.3999574
8.33172834414,8.15286151245,606.91683466,1145.54271772,5488.93155822,29619.7515417
8.48309110163,8.14649300843,131.014920553,3616.41234869,3235.80014606,29976.4868228
8.46752373436,8.14415722216,487.601612185,2982.99934625,8687.38018299,24421.4685452
8.39086253808,8.15093302018,335.409958407,958.109761075,7726.55488341,27993.1701015
8.62200964821,8.13334058039,147.803327788,2326.35746405,7676.42673042,26604.2018393
8.60563186167,8.14279825162,349.696411421,1533.89511209,9543.70496776,25660.8018687
8.47007269313,8.14897220073,591.450158926,1012.31529464,9053.06597703,26182.2504989
8.57473497003,8.13555096491,335.635100431,473.669312628,8919.50957262,27226.328225
8.60098091664,8.13649557562,397.149909421,1815.98453333,9601.13697129,25000.4696709
8.48118194378,8.14136531306,96.5921473212,2228.62002961,9205.65392958,25203.6885643
8.2805431239,8.15241295683,592.21541715,3351.26196208,3773.09631754,28786.658803
8.37491624334,8.15463524949,208.914471137,2091.40469927,7643.94665457,26932.0802026
8.77464933308,8.1349970646,432.059980164,3080.34550004,7525.52987586,25864.2922176
8.84292364893,8.13918919549,531.492265849,788.111243423,3806.25142175,32224.4165711
8.3625010499,8.14623556425,622.809586983,1735.26496504,3101.96020284,31523.7891582
8.24225522309,8.14812065026,336.995119756,544.796747094,9028.44708878,26642.4809015
8.39896863559,8.14645070832,467.475852423,1147.02268236,8476.39944088,26561.3487874
8.35227416491,8.15270690852,447.993307427,1319.14891103,6587.22510052,28521.2704108
8.81701358564,8.13377224673,154.34468498,2501.26776684,6008.01740676,28401.6005442
8.30418980659,8.14283532915,108.155466705,3488.79166177,8799.44850509,23788.5067237
8.30093313313,8.14441498445,500.47658776,2738.76701628,6364.71142212,26829.6351304
8.4226743898,8.1398392087,407.337617489,3629.55861613,3699.44613169,28845.607938
8.63625576296,8.1410607466,412.58791724,660.585588625,7744.13749153,28383.5583483
8.46049466271,8.14346583766,148.661391238,1263.64725517,9063.65873918,26439.4683291
8.39340311955,8.14650092329,531.107386906,861.482709255,8512.53683823,26909.9413739
8.39091907233,8.14875811834,112.938134509,1755.77518908,6178.05701608,28846.4722081
8.50918057695,8.14562224081,173.013977436,666.1178679,8173.7692679,28217.8973285
8.29233586985,8.14917678026,124.478851325,2803.00936109,8515.24447124,24888.3925623
8.26303823691,8.15114417429,290.514102203,764.259353854,9414.00577458,26138.8212663
8.45652458622,8.14202539294,436.48759053,2994.86885849,4849.04648041,28479.7408379
8.26459964671,8.15101961479,200.996383649,2768.80936588,8462.64572118,24961.1040407
8.29755629661,8.14803566693,411.1087114,2383.70027781,6182.7270407,27608.1257318
8.31712994782,8.15306539514,583.82775324,2848.7462903,9001.92635851,24122.9830843
8.37946510319,8.1428182172,569.880204109,3120.83252336,8005.68142255,24773.5039606
8.71253725664,8.12975151194,421.684242233,3339.94698316,9034.51712021,23830.8771538
8.56636271059,8.1370804369,507.44592892,2716.28419931,3062.25277168,30548.9655508
8.51763569819,8.14786047911,532.010560737,2053.06391294,5690.47461163,28797.8953034
8.3306723102,8.15124392272,172.618795601,1540.85143075,5799.20518076,29332.1810484
8.36014700923,8.14719186451,429.830148887,3380.06896065,3105.38394891,29802.0902711
8.28739822399,8.1558566557,634.562597977,1689.18006155,3824.12620614,30677.2531973
8.41206929215,8.14345950601,200.105636609,1744.38654531,7367.42869274,27499.5792817
8.27614190502,8.14698811481,216.771572357,2209.79566877,9104.83640102,24801.5760478
8.61793315836,8.13352958251,549.881145551,765.999198773,6175.10928128,29462.7251349
8.27241546055,8.14799206286,496.77642964,2389.70472548,4531.37224278,29122.417523
8.5754061504,8.14752884305,277.68126482,587.599949688,8950.04907992,27469.3192455
8.53638486319,8.14947740306,460.200370017,2781.75832942,6991.64331913,26735.9608009
8.39149345907,8.14796227345,628.616990284,1395.65434367,6241.81177803,28657.2659223
8.28490536263,8.14504127797,541.424568395,1134.25878652,7021.51093881,27918.2782147
8.8747818636,8.12730595937,272.578316546,685.936154309,6820.40624434,29310.0807512
8.24443625263,8.15056427421,116.243228923,2288.50091992,4189.51021759,29984.7514494
8.43306131229,8.14750705101,382.247691322,2202.50004115,5109.57503314,29221.8919906
8.32592253023,8.1536930308,232.244988586,1133.86403757,6662.94214437,28848.3482389
8.55398464309,8.13524132454,340.166010146,2256.79483684,3822.92920394,30513.4272372
8.54011943753,8.13603103231,145.516998179,785.930064946,8041.89889518,28009.5782934
8.5880565094,8.13560001675,410.131916911,963.421945627,8607.44069897,26984.2077278
8.37680672074,8.14561638403,490.630464088,926.963546006,4091.37196406,31327.9142234
8.33725493748,8.14517490371,299.734577365,2430.16482054,5035.88224014,28788.2793688
8.29437063576,8.14804547895,189.599947006,1543.69919234,5087.44580557,29963.0899014
8.71650765623,8.13429169181,473.693942481,503.383731917,7558.11112835,28509.499601
8.4993249367,8.14412235739,226.905352948,1969.85723753,7842.41773125,26798.1854061
8.76179526679,8.13533982553,401.886845065,1491.55095136,5220.51057395,30033.9878079
8.46646335299,8.14556022033,397.441585586,2635.08994851,3497.68817151,30249.9669314
8.49734726272,8.1490758042,94.8172701459,499.502150724,6188.57170336,30509.678555
8.52328809231,8.14221946216,161.205288277,3086.72400245,5745.15411347,27819.2108362
8.37640022235,8.15001896018,578.030389011,3370.37826736,5758.02625599,26890.9238458
8.29325997398,8.14686202326,530.277857719,2777.02890072,7365.35642163,25772.9265188
8.28702112878,8.15344291767,619.478850878,2803.40045808,8097.17622481,24912.8654005
8.25624330178,8.15197505358,277.023160497,2751.95365999,8975.50718934,24364.2178056
8.50994414938,8.13922828833,569.061276211,2885.68229604,9452.33137752,23683.3052337
8.5666059966,8.13731362813,427.57872522,2891.51410777,7983.47706047,25347.9835962
8.27647488215,8.14474530034,305.800842255,1172.22856033,7439.53078377,27815.4903354
8.37041498898,8.14130960431,282.923061237,2985.15890623,4843.06291196,28422.8920291
8.47050730097,8.14213411124,316.280954979,1542.86850421,5146.22422473,30022.8427736
8.39864234115,8.14577966797,190.09396919,3341.18848495,7374.19776781,25617.259176
8.89769862325,8.126377865,74.4032633043,1223.3160679,5096.97890669,30908.3844477
8.8474324496,8.13392406305,201.212096992,1529.06581396,4244.63861405,31284.0061269
8.27755356865,8.15277722906,646.000974794,826.695615339,7212.04879993,28107.7260055
8.41596392602,8.14353458304,501.598815049,2645.59538232,5304.66737826,28162.3117812
8.41530819335,8.1418593032,140.098759683,2159.62381489,6574.48932461,27855.5535905
8.37907100467,8.14329167054,240.555257605,3100.33595826,2908.29451616,30460.5103627
8.43878634615,8.1408397528,481.536042734,3288.55242953,4587.68470356,28287.4099483
8.74731490932,8.12616067433,122.77736753,713.64001093,3219.96242541,33265.4826957
8.51125508151,8.14195846257,610.816130424,3497.02674787,6077.65432253,26384.8340209
8.31431831074,8.15082182986,122.069703424,2205.6208983,6041.60264734,28454.9050946
8.49983366165,8.13686937443,257.346810938,3320.28728453,5897.84448691,27146.5172982
8.38979634918,8.13922232627,421.211904928,3093.89030973,9353.98793829,23495.1895524
8.24998847839,8.1531546643,617.524980117,2750.53778609,6963.32195823,26103.5169215
8.72992250292,8.14137160435,239.172139767,2479.77468794,6133.00888925,28243.6319463
8.42558386244,8.14125153754,301.948673074,393.151523224,4281.3741896,32226.2143859
8.3876856817,8.15173083843,636.589130949,1520.25930923,5466.08561537,29327.5749821
8.56804652513,8.13445315935,288.259885399,2484.49777715,5317.46134544,28818.2526477
8.25488220623,8.15248269267,472.186796334,853.538931173,7195.34888505,28233.1284829
8.25748570102,8.15097412419,590.216860283,1271.60675349,7101.78112148,27682.6681199
8.62364131376,8.13295008133,246.531234616,738.242771802,4225.22412678,32017.7503729
8.39003413927,8.14781579422,118.935465283,455.341457934,7977.16601799,28368.3817544
8.40249517509,8.14434694061,633.085358816,1306.22037944,8640.96058256,26131.3809968
8.57058220051,8.1453940711,294.984290676,642.191967541,6545.17811724,29754.8092083
8.68525611165,8.13423121118,257.976410525,554.676944853,8900.49089943,27418.6625433
8.60665677461,8.14594876614,141.798954368,3271.16067861,4925.88138454,28645.8684229
8.48920117442,8.14465269472,293.004655314,1716.36532481,9503.58996094,25263.3266467
8.90612845994,8.14501556393,182.522393885,489.547411684,8592.58614014,28244.2676425
8.38219619959,8.14491614491,232.357330011,1612.38557016,6546.5119262,28372.3890014
8.40372476653,8.146490282,262.640505039,2584.07268695,9171.47460905,24565.1190418
8.45374942251,8.14102441809,347.336198557,3403.42458204,6033.68935509,26757.6504298
8.25372814854,8.15725851037,156.865424644,2215.31474324,7282.21398413,27032.4556392
8.83935908017,8.13085797373,57.4705248726,2805.55647823,3110.87316048,31061.5839521
8.33935788277,8.1547426388,329.157268753,1510.01949832,6179.17044793,28946.1853599
8.48830873814,8.15418014481,185.927645407,3540.60560233,8667.22284787,24456.2766381
8.2687239767,8.1449974057,577.637074067,1799.31957899,4964.18741658,29181.6418584
8.48642191898,8.13665621609,595.337632292,1119.96356179,6066.32541112,29019.3917246
8.53142433651,8.14423035283,567.353447898,2612.79327673,3460.41097928,30328.5143701
8.23972320245,8.15492810376,512.215622017,2840.15839912,6717.4370577,26316.046979
8.47596029053,8.1455166203,605.762461692,1243.83038338,7674.51394923,27450.2136603
8.58188729135,8.13551632183,250.315061732,515.087482691,3319.6365857,33185.5319513
8.32636173953,8.14786802227,636.288232201,423.614973712,5534.03878805,30330.7258013
8.60089499705,8.13442911471,126.20715389,2017.49291061,4178.63087538,30779.0699078
8.62494680903,8.1440438508,372.511315831,2665.35707999,7056.02202016,26863.6833495
8.40765477746,8.14739412086,603.47823065,3518.54928632,5805.32691393,26580.0371752
8.67116780189,8.1358409479,506.417258152,811.581527766,4780.31081736,31139.8596154
8.46680791878,8.14594433025,211.473550612,1223.55405684,4786.66829155,30799.6434068
8.5705827785,8.13658659695,212.109275661,2564.09324165,8123.21297432,25928.79182
8.34531129301,8.15053211558,319.055999544,1460.72400308,7259.40509476,27638.0963361
8.42901239221,8.13678100145,66.7484549492,599.368773104,3800.73497159,32718.6506758
8.56898694725,8.1424471793,263.551223971,2491.14667502,9638.48572025,24379.2512095
8.5858018153,8.13387527257,76.0960681875,3226.40709054,3136.06076644,30365.7295283
8.50493823958,8.14459415414,272.85907915,3347.75525865,7591.12074359,25460.4361681
8.45418523049,8.14793140245,507.889803792,1606.73947808,6732.69206285,28003.0804787
8.28228387527,8.15311301525,172.162390884,870.138627786,6189.56761748,29604.5891615
8.43606215584,8.148428141,407.417773234,3009.27707833,9456.00889044,23653.2801987
8.53197590423,8.14283753743,515.804656022,1894.82966974,6167.76802239,28502.5381049
8.37554629554,8.14931776116,282.289305188,1614.16335161,9090.80961894,25786.9212212
8.33313641821,8.1465423229,166.112316521,2872.93946167,4461.79794359,29145.6293247
8.50248641342,8.14408904497,70.449527577,2790.54216397,5942.602673,28020.4612976
8.67414673339,8.14343706487,267.914473936,2593.87824633,9011.9689596,25034.6993981
8.49606975723,8.14582677814,559.550870124,3301.59937512,5613.33168872,27320.1328996
8.54325704508,8.13618141782,396.897600992,2716.54772906,5630.74990939,28064.7919106
8.59489052167,8.14673746746,222.234499953,3436.87480779,5397.13254231,27814.3296456
8.28442033377,8.15947945598,466.73814143,561.047824621,8242.26806437,27593.1571252
8.29947165414,8.15550367795,211.435549452,927.715190896,4880.7247854,30977.2340385
8.27565026498,8.15146790345,228.006111977,888.764543954,7964.85900032,27617.3117935
8.25944239791,8.14173602171,626.048833443,1348.74230494,6041.37143744,28557.0247451
8.32280298835,8.15304258719,243.251902741,3091.34448761,4386.11194942,28990.1249754
8.61010778563,8.1398783526,226.909430987,3048.95286639,3769.63665407,29853.114963
8.39246116825,8.14495385316,247.666862668,2832.66111826,4776.71560811,28814.6554546
8.28086356521,8.14921131221,103.33792206,3604.07424206,4489.65184312,28297.6476607
8.49217371962,8.14219054759,287.194180179,2394.52343538,3651.84587405,30653.0511843
8.51485923512,8.14297083559,405.939630625,1726.96015304,8310.93818817,26338.7493383
8.8176401441,8.13384376459,79.7242647004,683.713822817,8412.36957354,28045.0084533
8.24896869176,8.15176090694,545.908874958,3103.95729773,6857.26381493,25732.4280608
8.56964555273,8.14293461746,153.669560193,2581.44370473,5035.7563087,29213.1690291
8.35794453828,8.13795590029,538.237090549,2202.03266373,7513.69998103,26302.7898996
8.30765885478,8.14769497085,130.18785146,825.624413859,9369.08925255,26379.0248167
8.32140615108,8.16237533304,393.562003258,1211.00559775,4508.11948377,30926.4779771
8.27190059721,8.15453486158,308.080729501,2553.09943456,6287.84389529,27391.4279868
8.38405299983,8.15054176273,131.314060913,3453.07359662,3681.03146087,29519.6935306
8.346585442,8.14716340487,400.679068992,1499.82562653,2828.89888397,32142.7858894
8.27004480096,8.14746774434,446.208754793,3480.48388711,9173.8721248,23120.5455323
8.24937380125,8.1469437104,240.807413048,1561.29304502,6504.18519979,28195.4900008
8.33992935786,8.14803306239,494.205525422,1446.21390203,9299.67450849,25407.9386407
8.47784324847,8.13823538841,522.518660544,3172.16364519,6707.92857944,26219.2884437
8.43824893908,8.13662046408,440.527744328,2720.87201949,4968.20297942,28558.5293327
8.40916508327,8.13568161598,189.877121284,2554.97409487,4080.28129231,29974.5507678
8.51943227956,8.13978500059,100.729619511,1884.77745779,3940.33794753,31094.8696462
8.53287772833,8.14778526539,566.851883586,662.301711271,9414.98628672,26489.7242323
8.40401961355,8.14454718323,501.635447347,3115.98524708,4942.71418167,28160.7665919
8.42570028953,8.14049758326,368.589868229,762.719929039,6894.62307187,28909.973066
8.36801813454,8.14936394942,274.651223397,2602.40198462,7431.53429574,26326.5640835
8.43519519335,8.13729562436,572.340616244,2269.69683623,5348.92934629,28573.9499902
8.39733783077,8.1452677336,180.070766764,733.523169732,5201.71737816,30858.1211158
8.39974548435,8.1470224937,477.354126598,1412.53784068,7778.65221647,27065.570165
8.41308895056,8.14268999867,422.855960557,740.752069529,6660.16121407,29066.1548841
8.65158367884,8.13820404817,383.649184907,3327.28114553,5772.35190743,27400.9909157
8.55698918278,8.13954784721,473.180211233,3278.58049741,5414.22423937,27528.145783
8.42208960388,8.15059993601,278.53011858,1177.18883767,9172.72607638,26181.837472
8.37127454684,8.14286848724,112.092454145,2896.6045318,4960.44452844,28736.4873926
8.65720450826,8.1332568569,491.995505195,3624.20818706,7074.62926315,25435.9829641
8.42206244404,8.1444593237,178.072601675,927.703289025,7432.14310319,28436.2529161
8.33447911547,8.15369525709,97.2568488837,1042.60965474,7061.1676172,28760.8527247
8.4321512727,8.1435878629,580.655984952,1848.4479978,4564.88476883,29723.6372818
8.74436115647,8.13921904648,281.455029283,1825.53230298,5161.90539717,30004.7966952
8.29167552846,8.1487400081,494.375229937,801.264947001,7309.23583856,28155.5105892
8.47076619207,8.13304033623,164.335469778,3001.61590834,9009.00054911,24292.4837025
8.60570954636,8.13765598393,537.261496468,3596.3245393,4392.37456748,28288.8080974
8.31070319721,8.14864589141,182.66633053,2434.28643072,9251.36651475,24676.0567852
8.76555651438,8.14029675651,101.025853457,1283.48753685,6237.19327815,29708.9467492
8.33250357564,8.13890334491,376.7277146,3243.89066904,4913.51539676,27862.990033
8.38741688625,8.14028086779,182.730955793,884.259186546,6315.70062338,29401.2393149
8.44248432865,8.14370642843,562.730044941,2917.34979937,8335.7306708,24744.9270017
8.61941666926,8.15145644822,310.937169622,2637.66351451,9478.28885396,24506.8077945
8.47931430234,8.14595228356,172.704511012,1798.1786158,7883.99126283,27120.0158342
8.56078658048,8.14936584577,578.604044455,2210.05317743,4995.82046402,29288.4853984
8.4317609235,8.13940316939,325.908595162,1838.9073344,3311.92846321,31432.7150983
8.34605338163,8.14392608305,361.973664858,1236.6842832,9212.15420135,25866.1284812
8.51079378956,8.14651028817,493.298251744,937.623920474,4367.64659523,31457.7142288
8.43818474378,8.14579924036,493.239466629,841.865042537,3804.73144152,32020.7518993
8.34738786953,8.14682740799,66.8323219971,630.309843059,6613.23829247,29656.0219317
8.96739356625,8.12997145367,130.801762306,3216.11671958,8933.43553582,24581.6266057
8.46406865878,8.14261905635,275.279408875,478.531492148,9461.04393186,26775.8410557
8.34462761948,8.1446981101,388.539992053,2453.78769073,4241.49465,29614.1571305
8.76896457247,8.14138551454,416.113975881,394.307687928,6874.25142303,29632.8533169
8.26349536522,8.14344783386,415.749416583,852.785437449,8577.75508409,26734.1944404
8.56155315859,8.15298921461,392.669973517,428.74710756,7281.70715595,29210.8358792
8.67222591332,8.13284176292,372.341804257,480.060994282,6712.78676921,29556.8885064
