Run,Ocean.Depth of warm surface ocean layer[1],Ocean.Thickness of intermediate ocean layer[1],Ocean.Depth of cold surface ocean layer[1],Ocean.Reference overturning strength in Sv[1],Ocean.Reference intermediate to warm surface ocean mixing strength[1],Ocean.Reference cold surface to deep ocean mixing strength[1],Ocean.Reference strength of biological carbon pump in low latitude ocean[1],Ocean.Reference strength of biological carbon pump in high latitude ocean[1],Ocean.High latitude carbon pump transfer efficiency[1],Ocean.Atmospheric CO2 Concentration 1750[1],Ocean.Initial Cold surface ocean pH[1],Ocean.Initial Warm surface ocean pH[1],Ocean.Initial Cold surface ocean carbon reservoir[1],Ocean.Initial Warm surface ocean carbon reservoir[1],Ocean.Initial Intermediate depth ocean carbon reservoir[1],Ocean.Initial Deep ocean ocean carbon reservoir[1]
Run 29,210.49926750873527,869.888497379337,459.30797468729867,11.859728470536764,60.07271487632295,28.825401327416746,1.3867806641457967,10.96825170863448,0.2761910520238435,277.41383912560275,8.67669515436,8.14349714455,533.786261505,1534.99874957,8608.09712719,26355.4035827
Run 30,254.6402070079397,497.8269594624043,381.9150422742799,25.903446508827457,51.23897771148753,10.88943949524798,2.576249481840014,6.516172448409405,0.4396613418094021,280.267197264705,8.31301046408,8.15332637141,497.063371527,1851.46334578,4883.80463737,29700.3283298
Run 31,420.72211678927295,545.3118129690215,253.85005413199167,14.548510894153338,64.87151839546458,12.562950285246128,2.989628093159153,10.391346265555908,0.490049945016918,281.17453195642884,8.50432899154,8.1455747323,313.3716423,3066.09208427,5378.44423936,28184.5269796
Run 32,392.1101786590176,820.3792193631517,328.49551189810086,12.94118049572688,68.00836648240131,10.24091500755778,2.9569679300297658,5.216619461061325,0.2308597711470282,280.40385384812606,8.41279991436,8.15071489731,416.635264414,2853.21004578,7914.72308134,25571.1610654
Run 33,378.1163710987507,417.6960864041943,263.8995180721443,26.365049821519086,87.19591466637019,22.02366935305897,0.299306086722039,11.49218578486571,0.2549829723587337,279.80449224640046,8.67781992068,8.12539057981,306.550191907,2771.82716874,4082.73634943,29618.2465362
Run 34,230.90108569648123,428.5262614684908,444.400884891981,25.330382989517407,76.51048358928941,26.710223337845363,2.4095384590645583,7.124877708555594,0.2974551877347072,276.3154515848116,8.36754089587,8.14686466135,570.534624356,1682.08050133,4153.95293237,30422.7328972
Run 35,353.0806297247496,359.02481173700846,322.22761297881743,25.825483083163505,67.73187120810789,11.48637029430596,1.138869775946111,6.487088019013436,0.2419533981807771,277.0505277162084,8.43235975702,8.14512483019,406.441165223,2573.4604728,3467.15173486,30372.4019523
Run 36,240.4894282616754,492.6742083227981,397.7165612606851,16.4753396185928,53.54560869250107,23.622841672122952,1.6139610440896717,10.779621758572803,0.4442084840158146,278.7254621401197,8.48227111986,8.14588860416,494.337145018,1752.44928902,4896.93661611,29909.8309124
Run 37,190.01806585646275,912.1765926197731,354.78157277860976,27.75492704412497,71.03361287080384,14.577199065087058,2.9838887014364373,10.70350151564572,0.45032020326103,280.9921319840372,8.47048334195,8.14459249913,442.550432123,1385.19342907,8924.7751885,26216.9959133
Run 38,159.01858008473533,522.4619966589561,288.5914455820612,23.048666584954727,82.56038164657033,10.476574497423009,0.531663680252712,6.753396413774087,0.2566024655047269,277.4968575930448,8.47830144697,8.14117387836,359.121153163,1160.36616267,4950.90739386,30467.7539615
Run 39,85.29167320756517,353.0660335715032,257.3356670272475,23.94075132006118,62.941559787555136,21.28923693790982,0.7885457675807543,8.572718173258059,0.1158844627949221,281.2060094835703,8.58326192244,8.13215877221,309.491382823,624.022321375,3527.567523,32781.1677997
Run 40,318.9385647190837,478.0248103685765,224.61816924788653,13.047389768192554,80.35435706119934,11.628243508026475,1.5249536245275417,9.86894205936616,0.3647338429127204,279.09682399413344,8.66291803975,8.13810388404,262.418912464,2329.41971998,4630.16233748,29793.5247899
Run 41,202.1269288706361,651.998430984097,418.7847042412794,25.1973476020142,57.80812110111825,13.904093246276958,2.5827729908914736,10.655471759643328,0.2818998974693139,277.73611489480027,8.6412158952,8.14556168999,493.317359366,1473.05295412,6577.8212798,28655.0644563
Run 42,440.30180459862737,852.8046464444419,158.68449749146447,12.358564335134666,81.76785864116496,21.515235378778947,0.3194826634180691,4.313184670672673,0.2650609805349804,276.0633430509947,8.31188692201,8.14808001458,206.577146299,3206.33417315,7925.46618186,24953.6791171
Run 43,147.96853235627694,699.0179666335807,260.1689720204445,27.62597458304641,86.37887211294878,22.023141006524767,0.6984621271114584,6.317756189229821,0.334195084564668,276.10689031944923,8.34597392243,8.14441204197,335.858219805,1078.701574,6577.22699753,28695.3552576
Run 44,390.4905481101955,910.4160336750704,87.23086412395278,17.591333781127894,55.31341446466434,11.480518324456453,1.16351480437591,10.210471093724838,0.2581400464690521,277.7480629438109,8.77362893298,8.14518908807,97.4679416343,2846.10426631,8997.1767689,25068.260918
Run 45,376.9422822853614,613.7355239932951,499.103778110602,22.78846834951637,60.66162284773498,14.78422802646816,2.1961203792813064,6.3267346424370485,0.4083308519128229,278.1629686923263,8.33070147229,8.15258239016,646.781611028,2741.31087554,5927.48958447,27344.9598428
Run 46,423.1413668562068,936.2508605436782,377.42505726288925,29.56545828051182,58.10828906668228,12.638585486883258,2.376865881670021,11.463316845261843,0.1043144683127224,276.5467698598543,8.89797181764,8.14451088802,398.945575271,3084.72672929,9500.07022783,23974.8479583
Run 47,385.30921779927473,717.1089207625669,403.83795368552177,27.566175366692526,79.83934042381792,20.094581298666675,0.2686865273719918,8.975577358304616,0.380573885036899,280.1079560459484,8.44032877744,8.13634815726,508.212119267,2815.59748036,6834.94138188,26370.9676318
Run 48,302.38060464114847,830.4573941363665,190.04635336307425,17.523573391698662,87.79773937495185,14.030968096978452,0.208838746406716,4.884280951567253,0.2987198611304165,277.8906724925127,8.34922991137,8.14377455191,245.132959177,2204.7788613,7718.71458537,26315.1850461
