Year,="Run 1: Ocean.Cold surface ocean carbon reservoir[1]",="Run 1: Ocean.Cold surface ocean pH[1]",="Run 1: Ocean.Deep ocean ocean carbon reservoir[1]",="Run 1: Ocean.Intermediate depth ocean carbon reservoir[1]",="Run 1: Ocean.Warm surface ocean carbon reservoir[1]",="Run 1: Ocean.Warm surface ocean pH[1]"
10000,319.037019534,8.3902021984,29457.4149233,6397.13002041,2181.91501389,8.15230940596
