Year,="Run 1: Energy Balance Model.Deep Ocean Temperature[1]",="Run 1: Energy Balance Model.Land & Ocean Surface Temperature[1]",="Run 1: Energy Balance Model.Thermocline Ocean Temperature[1]",="Run 1: CH4 Forcing.CH4 in atmosphere[1]",="Run 1: Minor GHGs Forcing.HFC134a eq in atmosphere[1]",="Run 1: N2O Forcing.N2O in atmosphere[1]",="Run 1: Ocean.Cold surface ocean carbon reservoir[1]",="Run 1: Ocean.Cold surface ocean pH[1]",="Run 1: Ocean.Deep ocean ocean carbon reservoir[1]",="Run 1: Ocean.Intermediate depth ocean carbon reservoir[1]",="Run 1: Ocean.Warm surface ocean carbon reservoir[1]",="Run 1: Ocean.Warm surface ocean pH[1]"
1980,-0.00106560011564,0.0116850206759,-0.0278405864165,2282.20486875,356.257783863,252253.859052,511.27989853,8.36867221878,26689.7319582,9308.93940013,1306.99903789,8.07832380935
