Year,fossil emissions excluding carbonation,land-use change emissions,land-use change emissions GCB,land-use change emissions GCB*CO2/C,land-use change emissions/(CO2/C),land sink,terrestrial carbon balance,,old terrestrial carbon balance,,terrestrial carbon balance cumulative,,old terrestrial carbon balance cumulative
2084,,,,,0,,0,,,,-2.302984844,,27.69079869
2085,,,,,0,,0,,,,-2.302984844,,27.69079869
2086,,,,,0,,0,,,,-2.302984844,,27.69079869
2087,,,,,0,,0,,,,-2.302984844,,27.69079869
2088,,,,,0,,0,,,,-2.302984844,,27.69079869
2089,,,,,0,,0,,,,-2.302984844,,27.69079869
2090,,,,,0,,0,,,,-2.302984844,,27.69079869
2091,,,,,0,,0,,,,-2.302984844,,27.69079869
2092,,,,,0,,0,,,,-2.302984844,,27.69079869
2093,,,,,0,,0,,,,-2.302984844,,27.69079869
2094,,,,,0,,0,,,,-2.302984844,,27.69079869
2095,,,,,0,,0,,,,-2.302984844,,27.69079869
2096,,,,,0,,0,,,,-2.302984844,,27.69079869
2097,,,,,0,,0,,,,-2.302984844,,27.69079869
2098,,,,,0,,0,,,,-2.302984844,,27.69079869
2099,,,,,0,,0,,,,-2.302984844,,27.69079869
2100,,,,,0,,0,,,,-2.302984844,,27.69079869
,,,,,,,,,,,-2.302984844,,27.69079869
,,,,,,,,,,,-2.302984844,,27.69079869
,,,,,,,,,,,-2.302984844,,27.69079869
,,,,,,,,,,,-2.302984844,,27.69079869
,,,,,,,,,,,-2.302984844,,27.69079869
,,,,,,,,,,,-2.302984844,,27.69079869
,,,,,,,,,,,-2.302984844,,27.69079869
,,,,,,,,,,,-2.302984844,,27.69079869
,,,,,,,,,,,-2.302984844,,27.69079869
,,,,,,,,,,,-2.302984844,,27.69079869
